# Wavelength(Å) I_cont(erg/s/cm2/Å/sr) I_abs(erg/s/cm2/Å/sr)
3881.7318 2.8108e+14 2.8101e+14
3881.7428 2.8108e+14 2.8101e+14
3881.7538 2.8108e+14 2.8102e+14
3881.7647 2.8108e+14 2.8102e+14
3881.7757 2.8108e+14 2.8102e+14
3881.7867 2.8108e+14 2.8102e+14
3881.7976 2.8108e+14 2.8102e+14
3881.8086 2.8108e+14 2.8102e+14
3881.8196 2.8108e+14 2.8102e+14
3881.8306 2.8108e+14 2.8102e+14
3881.8415 2.8109e+14 2.8102e+14
3881.8525 2.8109e+14 2.8102e+14
3881.8635 2.8109e+14 2.8102e+14
3881.8744 2.8109e+14 2.8103e+14
3881.8854 2.8109e+14 2.8103e+14
3881.8964 2.8109e+14 2.8103e+14
3881.9073 2.8109e+14 2.8103e+14
3881.9183 2.8109e+14 2.8103e+14
3881.9293 2.8109e+14 2.8103e+14
3881.9403 2.8109e+14 2.8103e+14
3881.9512 2.8109e+14 2.8103e+14
3881.9622 2.8110e+14 2.8103e+14
3881.9732 2.8110e+14 2.8103e+14
3881.9841 2.8110e+14 2.8103e+14
3881.9951 2.8110e+14 2.8104e+14
3882.0061 2.8110e+14 2.8104e+14
3882.0171 2.8110e+14 2.8104e+14
3882.0280 2.8110e+14 2.8104e+14
3882.0390 2.8110e+14 2.8104e+14
3882.0500 2.8110e+14 2.8104e+14
3882.0609 2.8110e+14 2.8104e+14
3882.0719 2.8111e+14 2.8104e+14
3882.0829 2.8111e+14 2.8104e+14
3882.0939 2.8111e+14 2.8104e+14
3882.1048 2.8111e+14 2.8105e+14
3882.1158 2.8111e+14 2.8105e+14
3882.1268 2.8111e+14 2.8105e+14
3882.1377 2.8111e+14 2.8105e+14
3882.1487 2.8111e+14 2.8105e+14
3882.1597 2.8111e+14 2.8105e+14
3882.1706 2.8111e+14 2.8105e+14
3882.1816 2.8111e+14 2.8105e+14
3882.1926 2.8112e+14 2.8105e+14
3882.2036 2.8112e+14 2.8105e+14
3882.2145 2.8112e+14 2.8105e+14
3882.2255 2.8112e+14 2.8106e+14
3882.2365 2.8112e+14 2.8106e+14
3882.2474 2.8112e+14 2.8106e+14
3882.2584 2.8112e+14 2.8106e+14
3882.2694 2.8112e+14 2.8106e+14
3882.2804 2.8112e+14 2.8106e+14
3882.2913 2.8112e+14 2.8106e+14
3882.3023 2.8113e+14 2.8106e+14
3882.3133 2.8113e+14 2.8106e+14
3882.3242 2.8113e+14 2.8106e+14
3882.3352 2.8113e+14 2.8106e+14
3882.3462 2.8113e+14 2.8107e+14
3882.3572 2.8113e+14 2.8107e+14
3882.3681 2.8113e+14 2.8107e+14
3882.3791 2.8113e+14 2.8107e+14
3882.3901 2.8113e+14 2.8107e+14
3882.4010 2.8113e+14 2.8107e+14
3882.4120 2.8113e+14 2.8107e+14
3882.4230 2.8114e+14 2.8107e+14
3882.4339 2.8114e+14 2.8107e+14
3882.4449 2.8114e+14 2.8107e+14
3882.4559 2.8114e+14 2.8107e+14
3882.4669 2.8114e+14 2.8108e+14
3882.4778 2.8114e+14 2.8108e+14
3882.4888 2.8114e+14 2.8108e+14
3882.4998 2.8114e+14 2.8108e+14
3882.5107 2.8114e+14 2.8108e+14
3882.5217 2.8114e+14 2.8108e+14
3882.5327 2.8114e+14 2.8108e+14
3882.5437 2.8115e+14 2.8108e+14
3882.5546 2.8115e+14 2.8108e+14
3882.5656 2.8115e+14 2.8108e+14
3882.5766 2.8115e+14 2.8108e+14
3882.5875 2.8115e+14 2.8109e+14
3882.5985 2.8115e+14 2.8109e+14
3882.6095 2.8115e+14 2.8109e+14
3882.6205 2.8115e+14 2.8109e+14
3882.6314 2.8115e+14 2.8109e+14
3882.6424 2.8115e+14 2.8109e+14
3882.6534 2.8116e+14 2.8109e+14
3882.6643 2.8116e+14 2.8109e+14
3882.6753 2.8116e+14 2.8109e+14
3882.6863 2.8116e+14 2.8109e+14
3882.6972 2.8116e+14 2.8110e+14
3882.7082 2.8116e+14 2.8110e+14
3882.7192 2.8116e+14 2.8110e+14
3882.7302 2.8116e+14 2.8110e+14
3882.7411 2.8116e+14 2.8110e+14
3882.7521 2.8116e+14 2.8110e+14
3882.7631 2.8116e+14 2.8110e+14
3882.7740 2.8117e+14 2.8110e+14
3882.7850 2.8117e+14 2.8110e+14
3882.7960 2.8117e+14 2.8110e+14
3882.8070 2.8117e+14 2.8110e+14
3882.8179 2.8117e+14 2.8111e+14
3882.8289 2.8117e+14 2.8111e+14
3882.8399 2.8117e+14 2.8111e+14
3882.8508 2.8117e+14 2.8111e+14
3882.8618 2.8117e+14 2.8111e+14
3882.8728 2.8117e+14 2.8111e+14
3882.8838 2.8118e+14 2.8111e+14
3882.8947 2.8118e+14 2.8111e+14
3882.9057 2.8118e+14 2.8111e+14
3882.9167 2.8118e+14 2.8111e+14
3882.9276 2.8118e+14 2.8111e+14
3882.9386 2.8118e+14 2.8112e+14
3882.9496 2.8118e+14 2.8112e+14
3882.9605 2.8118e+14 2.8112e+14
3882.9715 2.8118e+14 2.8112e+14
3882.9825 2.8118e+14 2.8112e+14
3882.9935 2.8118e+14 2.8112e+14
3883.0044 2.8119e+14 2.8112e+14
3883.0154 2.8119e+14 2.8112e+14
3883.0264 2.8119e+14 2.8112e+14
3883.0373 2.8119e+14 2.8112e+14
3883.0483 2.8119e+14 2.8112e+14
3883.0593 2.8119e+14 2.8113e+14
3883.0703 2.8119e+14 2.8113e+14
3883.0812 2.8119e+14 2.8113e+14
3883.0922 2.8119e+14 2.8113e+14
3883.1032 2.8119e+14 2.8113e+14
3883.1141 2.8120e+14 2.8113e+14
3883.1251 2.8120e+14 2.8113e+14
3883.1361 2.8120e+14 2.8113e+14
3883.1471 2.8120e+14 2.8113e+14
3883.1580 2.8120e+14 2.8113e+14
3883.1690 2.8120e+14 2.8113e+14
3883.1800 2.8120e+14 2.8114e+14
3883.1909 2.8120e+14 2.8114e+14
3883.2019 2.8120e+14 2.8114e+14
3883.2129 2.8120e+14 2.8114e+14
3883.2239 2.8120e+14 2.8114e+14
3883.2348 2.8121e+14 2.8114e+14
3883.2458 2.8121e+14 2.8114e+14
3883.2568 2.8121e+14 2.8114e+14
3883.2677 2.8121e+14 2.8114e+14
3883.2787 2.8121e+14 2.8114e+14
3883.2897 2.8121e+14 2.8115e+14
3883.3006 2.8121e+14 2.8115e+14
3883.3116 2.8121e+14 2.8115e+14
3883.3226 2.8121e+14 2.8115e+14
3883.3336 2.8121e+14 2.8115e+14
3883.3445 2.8121e+14 2.8115e+14
3883.3555 2.8122e+14 2.8115e+14
3883.3665 2.8122e+14 2.8115e+14
3883.3774 2.8122e+14 2.8115e+14
3883.3884 2.8122e+14 2.8115e+14
3883.3994 2.8122e+14 2.8115e+14
3883.4104 2.8122e+14 2.8116e+14
3883.4213 2.8122e+14 2.8116e+14
3883.4323 2.8122e+14 2.8116e+14
3883.4433 2.8122e+14 2.8116e+14
3883.4542 2.8122e+14 2.8116e+14
